section,sample_id,taxon,date,label,rel_abund,level,temp[C]
81RABR,R46_11_05_21,Alveolata,2021_11_05,18s,0.37132847032868,Phylum,20.0
81RABR,R46_11_05_21,Unclassified Archaeplastida,2021_11_05,18s,0.0015536756080697,Phylum,20.0
81RABR,R46_11_05_21,Chlorophyta,2021_11_05,18s,52.7558321098138,Phylum,20.0
81RABR,R46_11_05_21,Discosea,2021_11_05,18s,0.0046610268242093,Phylum,20.0
81RABR,R46_11_05_21,Unclassified Eukaryota,2021_11_05,18s,0.67274153829422,Phylum,20.0
81RABR,R46_11_05_21,Opisthokonta,2021_11_05,18s,45.9755917561972,Phylum,20.0
81RABR,R46_11_05_21,Rhizaria,2021_11_05,18s,0.059816510910687,Phylum,20.0
81RABR,R46_11_05_21,Stramenopiles,2021_11_05,18s,0.156144398611014,Phylum,20.0
81RABR,R46_11_05_21,Unclassified TSAR,2021_11_05,18s,0.0007768378040348,Phylum,20.0
81RABR,R46_11_05_21,Unclassified unknown,2021_11_05,18s,0.0015536756080697,Phylum,20.0
81RABR,18S_60_11_1_21,Alveolata,2021_11_01,R60_11_21,0.803899600998486,Phylum,
81RABR,18S_60_11_1_21,Unclassified Archaeplastida,2021_11_01,R60_11_21,0.0039310493936356,Phylum,
81RABR,18S_60_11_1_21,Chlorophyta,2021_11_01,R60_11_21,90.516343337854,Phylum,
81RABR,18S_60_11_1_21,Unclassified Eukaryota,2021_11_01,R60_11_21,3.57332389881479,Phylum,
81RABR,18S_60_11_1_21,Unclassified Obazoa,2021_11_01,R60_11_21,0.0019655246968178,Phylum,
81RABR,18S_60_11_1_21,Opisthokonta,2021_11_01,R60_11_21,3.42590954655345,Phylum,
81RABR,18S_60_11_1_21,Rhizaria,2021_11_01,R60_11_21,0.23389743892132,Phylum,
81RABR,18S_60_11_1_21,Stramenopiles,2021_11_01,R60_11_21,1.43090197928337,Phylum,
81RABR,18S_60_11_1_21,Unclassified TSAR,2021_11_01,R60_11_21,0.0039310493936356,Phylum,
81RABR,18S_60_11_1_21,Unclassified unknown,2021_11_01,R60_11_21,0.0058965740904534,Phylum,
81RABR,R27_11_03_21,Alveolata,2021_11_03,18s,1.91189528974419,Phylum,30.0
81RABR,R27_11_03_21,Chlorophyta,2021_11_03,18s,61.7962083168198,Phylum,30.0
81RABR,R27_11_03_21,Discosea,2021_11_03,18s,0.0110369184923569,Phylum,30.0
81RABR,R27_11_03_21,Unclassified Eukaryota,2021_11_03,18s,1.17693685377588,Phylum,30.0
81RABR,R27_11_03_21,Evosea,2021_11_03,18s,0.0015050343398668,Phylum,30.0
81RABR,R27_11_03_21,Metamonada,2021_11_03,18s,0.0005016781132889,Phylum,30.0
81RABR,R27_11_03_21,Opisthokonta,2021_11_03,18s,34.9554258996343,Phylum,30.0
81RABR,R27_11_03_21,Rhizaria,2021_11_03,18s,0.0386292147232493,Phylum,30.0
81RABR,R27_11_03_21,Stramenopiles,2021_11_03,18s,0.104349047564102,Phylum,30.0
81RABR,R27_11_03_21,Unclassified TSAR,2021_11_03,18s,0.0005016781132889,Phylum,30.0
81RABR,R27_11_03_21,Unclassified unknown,2021_11_03,18s,0.0030100686797337,Phylum,30.0
81RABR,R36_10_28_21,Alveolata,2021_10_28,18s,36.568516147733,Phylum,20.0
81RABR,R36_10_28_21,Unclassified Archaeplastida,2021_10_28,18s,0.001207758641513,Phylum,20.0
81RABR,R36_10_28_21,Chlorophyta,2021_10_28,18s,59.4911712843305,Phylum,20.0
81RABR,R36_10_28_21,Discoba,2021_10_28,18s,0.0018116379622696,Phylum,20.0
81RABR,R36_10_28_21,Discosea,2021_10_28,18s,0.001207758641513,Phylum,20.0
81RABR,R36_10_28_21,Unclassified Eukaryota,2021_10_28,18s,1.37805260996642,Phylum,20.0
81RABR,R36_10_28_21,Unclassified Obazoa,2021_10_28,18s,0.0006038793207565,Phylum,20.0
81RABR,R36_10_28_21,Opisthokonta,2021_10_28,18s,2.46624314596971,Phylum,20.0
81RABR,R36_10_28_21,Rhizaria,2021_10_28,18s,0.0102659484528612,Phylum,20.0
81RABR,R36_10_28_21,Stramenopiles,2021_10_28,18s,0.0338172419623662,Phylum,20.0
81RABR,R36_10_28_21,Unclassified TSAR,2021_10_28,18s,0.0471025870190101,Phylum,20.0
81RABR,R43_11_15_21,Alveolata,2021_11_15,18s,0.794726299933593,Phylum,10.0
81RABR,R43_11_15_21,Chlorophyta,2021_11_15,18s,91.045291840558,Phylum,10.0
81RABR,R43_11_15_21,Discosea,2021_11_15,18s,0.000539895584194,Phylum,10.0
81RABR,R43_11_15_21,Unclassified Eukaryota,2021_11_15,18s,0.943737481171142,Phylum,10.0
81RABR,R43_11_15_21,Metamonada,2021_11_15,18s,0.001079791168388,Phylum,10.0
81RABR,R43_11_15_21,Opisthokonta,2021_11_15,18s,6.90040546158373,Phylum,10.0
81RABR,R43_11_15_21,Rhizaria,2021_11_15,18s,0.259149880413128,Phylum,10.0
81RABR,R43_11_15_21,Stramenopiles,2021_11_15,18s,0.0421118555671333,Phylum,10.0
81RABR,R43_11_15_21,Unclassified TSAR,2021_11_15,18s,0.0032393735051641,Phylum,10.0
81RABR,R43_11_15_21,Unclassified unknown,2021_11_15,18s,0.0097181205154923,Phylum,10.0
81RABR,R45_10_18_21,Alveolata,2021_10_18,18s,14.1455118388503,Phylum,20.0
81RABR,R45_10_18_21,Unclassified Archaeplastida,2021_10_18,18s,0.0007362469077629,Phylum,20.0
81RABR,R45_10_18_21,Chlorophyta,2021_10_18,18s,78.3543409117682,Phylum,20.0
81RABR,R45_10_18_21,Discosea,2021_10_18,18s,0.39683708328425,Phylum,20.0
81RABR,R45_10_18_21,Unclassified Eukaryota,2021_10_18,18s,1.75889386264578,Phylum,20.0
81RABR,R45_10_18_21,Unclassified Obazoa,2021_10_18,18s,0.0007362469077629,Phylum,20.0
81RABR,R45_10_18_21,Opisthokonta,2021_10_18,18s,5.11323477441395,Phylum,20.0
81RABR,R45_10_18_21,Rhizaria,2021_10_18,18s,0.0080987159853928,Phylum,20.0
81RABR,R45_10_18_21,Stramenopiles,2021_10_18,18s,0.123689480504182,Phylum,20.0
81RABR,R45_10_18_21,Unclassified TSAR,2021_10_18,18s,0.0920308634703734,Phylum,20.0
81RABR,R45_10_18_21,Unclassified unknown,2021_10_18,18s,0.0058899752621039,Phylum,20.0
81RABR,R58_10_28_21,Alveolata,2021_10_28,18s,5.73073759254182,Phylum,20.0
81RABR,R58_10_28_21,Chlorophyta,2021_10_28,18s,56.8823690704689,Phylum,20.0
81RABR,R58_10_28_21,Discosea,2021_10_28,18s,0.0137098985467508,Phylum,20.0
81RABR,R58_10_28_21,Unclassified Eukaryota,2021_10_28,18s,10.8582396490266,Phylum,20.0
81RABR,R58_10_28_21,Opisthokonta,2021_10_28,18s,22.1551960515492,Phylum,20.0
81RABR,R58_10_28_21,Rhizaria,2021_10_28,18s,0.575815738963532,Phylum,20.0
81RABR,R58_10_28_21,Stramenopiles,2021_10_28,18s,3.68796270907595,Phylum,20.0
81RABR,R58_10_28_21,Unclassified TSAR,2021_10_28,18s,0.054839594187003,Phylum,20.0
81RABR,R58_10_28_21,Unclassified unknown,2021_10_28,18s,0.0411296956402523,Phylum,20.0
81RABR,R60_11_15_21,Alveolata,2021_11_15,18s,1.51186244181163,Phylum,10.0
81RABR,R60_11_15_21,Chlorophyta,2021_11_15,18s,84.3070334727291,Phylum,10.0
81RABR,R60_11_15_21,Discosea,2021_11_15,18s,0.0017744864340512,Phylum,10.0
81RABR,R60_11_15_21,Unclassified Eukaryota,2021_11_15,18s,0.343067377249901,Phylum,10.0
81RABR,R60_11_15_21,Opisthokonta,2021_11_15,18s,2.10572390174077,Phylum,10.0
81RABR,R60_11_15_21,Rhizaria,2021_11_15,18s,0.0224768281646487,Phylum,10.0
81RABR,R60_11_15_21,Stramenopiles,2021_11_15,18s,11.7045125190018,Phylum,10.0
81RABR,R60_11_15_21,Unclassified unknown,2021_11_15,18s,0.0035489728681024,Phylum,10.0
81RABR,R72_11_15_21,Alveolata,2021_11_15,18s,1.71388512860182,Phylum,10.0
81RABR,R72_11_15_21,Chlorophyta,2021_11_15,18s,33.1396248307871,Phylum,10.0
81RABR,R72_11_15_21,Unclassified Eukaryota,2021_11_15,18s,1.53355250435119,Phylum,10.0
81RABR,R72_11_15_21,Opisthokonta,2021_11_15,18s,62.7712241345968,Phylum,10.0
81RABR,R72_11_15_21,Rhizaria,2021_11_15,18s,0.0058015857667762,Phylum,10.0
81RABR,R72_11_15_21,Stramenopiles,2021_11_15,18s,0.834944884935216,Phylum,10.0
81RABR,R72_11_15_21,Unclassified TSAR,2021_11_15,18s,0.0004834654805646,Phylum,10.0
81RABR,R72_11_15_21,Unclassified unknown,2021_11_15,18s,0.0004834654805646,Phylum,10.0
81RABR,R75_11_15_21,Alveolata,2021_11_15,18s,4.25504949438352,Phylum,10.0
81RABR,R75_11_15_21,Chlorophyta,2021_11_15,18s,17.9640598735292,Phylum,10.0
81RABR,R75_11_15_21,Discosea,2021_11_15,18s,0.0020011206275514,Phylum,10.0
81RABR,R75_11_15_21,Unclassified Eukaryota,2021_11_15,18s,1.78966888124016,Phylum,10.0
81RABR,R75_11_15_21,Unclassified Obazoa,2021_11_15,18s,0.0006670402091838,Phylum,10.0
81RABR,R75_11_15_21,Opisthokonta,2021_11_15,18s,65.4513194055338,Phylum,10.0
81RABR,R75_11_15_21,Rhizaria,2021_11_15,18s,0.0093385629285733,Phylum,10.0
81RABR,R75_11_15_21,Stramenopiles,2021_11_15,18s,10.5245604205021,Phylum,10.0
81RABR,R75_11_15_21,Unclassified TSAR,2021_11_15,18s,0.003335201045919,Phylum,10.0
81RABR,R7_11_15_21,Alveolata,2021_11_15,18s,10.9126888942192,Phylum,30.0
81RABR,R7_11_15_21,Unclassified Archaeplastida,2021_11_15,18s,0.0051970896298073,Phylum,30.0
81RABR,R7_11_15_21,Chlorophyta,2021_11_15,18s,86.4759734548653,Phylum,30.0
81RABR,R7_11_15_21,Discoba,2021_11_15,18s,0.0003997761253697,Phylum,30.0
81RABR,R7_11_15_21,Discosea,2021_11_15,18s,0.0003997761253697,Phylum,30.0
81RABR,R7_11_15_21,Unclassified Eukaryota,2021_11_15,18s,1.78500039977613,Phylum,30.0
81RABR,R7_11_15_21,Opisthokonta,2021_11_15,18s,0.679219637003278,Phylum,30.0
81RABR,R7_11_15_21,Rhizaria,2021_11_15,18s,0.0087950747581354,Phylum,30.0
81RABR,R7_11_15_21,Stramenopiles,2021_11_15,18s,0.131126569121292,Phylum,30.0
81RABR,R7_11_15_21,Unclassified TSAR,2021_11_15,18s,0.0007995522507395,Phylum,30.0
81RABR,R7_11_15_21,Unclassified unknown,2021_11_15,18s,0.0003997761253697,Phylum,30.0
