section,sample_id,taxon,date,label,rel_abund,level,temp[C]
pilot,P_10_05_23,Charophyta,2023_10_05,23s,0.0090770577365708,Phylum,
pilot,P_10_05_23,Chlorophyta,2023_10_05,23s,31.7165364541122,Phylum,
pilot,P_10_05_23,Cyanobacteria,2023_10_05,23s,28.2299737413687,Phylum,
pilot,P_10_05_23,Ochrophyta,2023_10_05,23s,0.185755502966253,Phylum,
pilot,P_10_05_23,Rhodophyta,2023_10_05,23s,0.0343631471455895,Phylum,
pilot,P_10_05_23,Unclassified,2023_10_05,23s,33.6389276104646,Phylum,
pilot,P_10_05_23,Unclassified Chromista,2023_10_05,23s,0.0217201024410802,Phylum,
pilot,P_10_05_23,Unclassified Plantae,2023_10_05,23s,6.16364638376503,Phylum,
pilot,P_11_02_23,Bryophyta,2023_11_02,23s,0.0051898900940967,Phylum,
pilot,P_11_02_23,Chlorophyta,2023_11_02,23s,35.914837895779,Phylum,
pilot,P_11_02_23,Cyanobacteria,2023_11_02,23s,36.575950049304,Phylum,
pilot,P_11_02_23,Ochrophyta,2023_11_02,23s,0.0235541165809004,Phylum,
pilot,P_11_02_23,Rhodophyta,2023_11_02,23s,0.0111782248180544,Phylum,
pilot,P_11_02_23,Unclassified,2023_11_02,23s,24.0036409075122,Phylum,
pilot,P_11_02_23,Unclassified Chromista,2023_11_02,23s,0.0099805578732628,Phylum,
pilot,P_11_02_23,Unclassified Plantae,2023_11_02,23s,3.45566835803854,Phylum,
pilot,P_10_19_23,Bryophyta,2023_10_19,23s,0.0150349001618651,Phylum,
pilot,P_10_19_23,Chlorophyta,2023_10_19,23s,35.4910014523074,Phylum,
pilot,P_10_19_23,Cyanobacteria,2023_10_19,23s,33.3777982508333,Phylum,
pilot,P_10_19_23,Ochrophyta,2023_10_19,23s,0.080932547679827,Phylum,
pilot,P_10_19_23,Rhodophyta,2023_10_19,23s,0.0134354426978369,Phylum,
pilot,P_10_19_23,Unclassified,2023_10_19,23s,27.1891774310154,Phylum,
pilot,P_10_19_23,Unclassified Chromista,2023_10_19,23s,0.0406262195863163,Phylum,
pilot,P_10_19_23,Unclassified Plantae,2023_10_19,23s,3.79199375571806,Phylum,
pilot,P_10_26_23,Bryophyta,2023_10_26,23s,0.0289928148241523,Phylum,
pilot,P_10_26_23,Chlorophyta,2023_10_26,23s,38.5730492877852,Phylum,
pilot,P_10_26_23,Cyanobacteria,2023_10_26,23s,36.8936720030253,Phylum,
pilot,P_10_26_23,Ochrophyta,2023_10_26,23s,0.0683852262700114,Phylum,
pilot,P_10_26_23,Rhodophyta,2023_10_26,23s,0.0226900289928148,Phylum,
pilot,P_10_26_23,Unclassified,2023_10_26,23s,21.7562712719022,Phylum,
pilot,P_10_26_23,Unclassified Chromista,2023_10_26,23s,0.0069330644144712,Phylum,
pilot,P_10_26_23,Unclassified Plantae,2023_10_26,23s,2.65000630278583,Phylum,
pilot,P_10_12_23,Bryophyta,2023_10_12,23s,0.0051616277709338,Phylum,
pilot,P_10_12_23,Chlorophyta,2023_10_12,23s,31.6352724995355,Phylum,
pilot,P_10_12_23,Cyanobacteria,2023_10_12,23s,31.9952100094286,Phylum,
pilot,P_10_12_23,Ochrophyta,2023_10_12,23s,0.170333716440817,Phylum,
pilot,P_10_12_23,Rhodophyta,2023_10_12,23s,0.0220229451559844,Phylum,
pilot,P_10_12_23,Unclassified,2023_10_12,23s,30.2891199768759,Phylum,
pilot,P_10_12_23,Unclassified Chromista,2023_10_12,23s,0.0230552707101712,Phylum,
pilot,P_10_12_23,Unclassified Plantae,2023_10_12,23s,5.85982395408216,Phylum,
