section,sample_id,taxon,date,label,rel_abund,level,temp[C]
TF,TF_05_25_22,Alveolata,2022_05_25,18s,0.409183905433053,Phylum,
TF,TF_05_25_22,Chlorophyta,2022_05_25,18s,7.3204598096619,Phylum,
TF,TF_05_25_22,Unclassified Eukaryota,2022_05_25,18s,0.758157566523104,Phylum,
TF,TF_05_25_22,Opisthokonta,2022_05_25,18s,91.1005572519553,Phylum,
TF,TF_05_25_22,Rhizaria,2022_05_25,18s,0.144996098621923,Phylum,
TF,TF_05_25_22,Stramenopiles,2022_05_25,18s,0.261730245817538,Phylum,
TF,TF_05_25_22,Streptophyta,2022_05_25,18s,0.0024575609935919,Phylum,
TF,TF_05_25_22,Unclassified TSAR,2022_05_25,18s,0.0006143902483979,Phylum,
TF,TF_05_25_22,Unclassified unknown,2022_05_25,18s,0.0018431707451939,Phylum,
TF,TF_06_22_22,Alveolata,2021_06_22,18s,0.164132083544008,Phylum,
TF,TF_06_22_22,Unclassified Archaeplastida,2021_06_22,18s,0.0003889385865971,Phylum,
TF,TF_06_22_22,Chlorophyta,2021_06_22,18s,31.7475010695811,Phylum,
TF,TF_06_22_22,Discosea,2021_06_22,18s,0.0015557543463887,Phylum,
TF,TF_06_22_22,Unclassified Eukaryota,2021_06_22,18s,0.37610361323947,Phylum,
TF,TF_06_22_22,Unclassified Obazoa,2021_06_22,18s,0.0003889385865971,Phylum,
TF,TF_06_22_22,Opisthokonta,2021_06_22,18s,55.6038271556921,Phylum,
TF,TF_06_22_22,Rhizaria,2021_06_22,18s,8.70172299793863,Phylum,
TF,TF_06_22_22,Stramenopiles,2021_06_22,18s,3.39504492240675,Phylum,
TF,TF_06_22_22,Streptophyta,2021_06_22,18s,0.0019446929329858,Phylum,
TF,TF_06_22_22,Unclassified TSAR,2021_06_22,18s,0.0011668157597915,Phylum,
TF,TF_06_22_22,Unclassified unknown,2021_06_22,18s,0.0062230173855548,Phylum,
TF,TF_06_09_22,Alveolata,2022_06_09,18s,0.740625,Phylum,
TF,TF_06_09_22,Unclassified Archaeplastida,2022_06_09,18s,0.0010416666666666,Phylum,
TF,TF_06_09_22,Chlorophyta,2022_06_09,18s,11.7583333333333,Phylum,
TF,TF_06_09_22,Discosea,2022_06_09,18s,0.0010416666666666,Phylum,
TF,TF_06_09_22,Unclassified Eukaryota,2022_06_09,18s,0.45,Phylum,
TF,TF_06_09_22,Opisthokonta,2022_06_09,18s,86.9302083333333,Phylum,
TF,TF_06_09_22,Rhizaria,2022_06_09,18s,0.06875,Phylum,
TF,TF_06_09_22,Stramenopiles,2022_06_09,18s,0.05,Phylum,
