section,sample_id,taxon,date,label,rel_abund,level,temp[C]
pilot,P_10_05_23,Alveolata,2023_10_05,18s,37.0422957388739,Phylum,
pilot,P_10_05_23,Unclassified Archaeplastida,2023_10_05,18s,0.0099915334900426,Phylum,
pilot,P_10_05_23,Chlorophyta,2023_10_05,18s,32.5997444270907,Phylum,
pilot,P_10_05_23,Discoba,2023_10_05,18s,0.0205089371637718,Phylum,
pilot,P_10_05_23,Discosea,2023_10_05,18s,0.168278458779666,Phylum,
pilot,P_10_05_23,Unclassified Eukaryota,2023_10_05,18s,2.65617029780028,Phylum,
pilot,P_10_05_23,Evosea,2023_10_05,18s,0.13357102665636,Phylum,
pilot,P_10_05_23,Unclassified Obazoa,2023_10_05,18s,0.0021034807347458,Phylum,
pilot,P_10_05_23,Opisthokonta,2023_10_05,18s,24.5933708804644,Phylum,
pilot,P_10_05_23,Rhizaria,2023_10_05,18s,0.237693323026278,Phylum,
pilot,P_10_05_23,Stramenopiles,2023_10_05,18s,1.1222069719869,Phylum,
pilot,P_10_05_23,Streptophyta,2023_10_05,18s,1.38934902529961,Phylum,
pilot,P_10_05_23,Unclassified TSAR,2023_10_05,18s,0.0021034807347458,Phylum,
pilot,P_10_05_23,Unclassified unknown,2023_10_05,18s,0.0226124178985176,Phylum,
pilot,P_11_02_23,Alveolata,2023_11_02,18s,44.3612282996957,Phylum,
pilot,P_11_02_23,Unclassified Amoebozoa,2023_11_02,18s,0.0073498067000837,Phylum,
pilot,P_11_02_23,Chlorophyta,2023_11_02,18s,48.0508312631378,Phylum,
pilot,P_11_02_23,Discosea,2023_11_02,18s,0.205794587602346,Phylum,
pilot,P_11_02_23,Unclassified Eukaryota,2023_11_02,18s,0.688676887797851,Phylum,
pilot,P_11_02_23,Evosea,2023_11_02,18s,0.0073498067000837,Phylum,
pilot,P_11_02_23,Unclassified Obazoa,2023_11_02,18s,0.0007349806700083,Phylum,
pilot,P_11_02_23,Opisthokonta,2023_11_02,18s,4.5877493421923,Phylum,
pilot,P_11_02_23,Rhizaria,2023_11_02,18s,0.320451572123653,Phylum,
pilot,P_11_02_23,Stramenopiles,2023_11_02,18s,1.70809507709947,Phylum,
pilot,P_11_02_23,Streptophyta,2023_11_02,18s,0.0514486469005865,Phylum,
pilot,P_11_02_23,Unclassified TSAR,2023_11_02,18s,0.0014699613400167,Phylum,
pilot,P_11_02_23,Unclassified unknown,2023_11_02,18s,0.0088197680401005,Phylum,
pilot,P_10_19_23,Alveolata,2023_10_19,18s,71.7282405943362,Phylum,
pilot,P_10_19_23,Unclassified Amoebozoa,2023_10_19,18s,0.0522473223247309,Phylum,
pilot,P_10_19_23,Unclassified Archaeplastida,2023_10_19,18s,0.0013749295348613,Phylum,
pilot,P_10_19_23,Centroplasthelida,2023_10_19,18s,0.0045830984495377,Phylum,
pilot,P_10_19_23,Chlorophyta,2023_10_19,18s,19.3140934860422,Phylum,
pilot,P_10_19_23,Discosea,2023_10_19,18s,3.0431773704931,Phylum,
pilot,P_10_19_23,Unclassified Eukaryota,2023_10_19,18s,1.39326192865949,Phylum,
pilot,P_10_19_23,Evosea,2023_10_19,18s,0.0164991544183361,Phylum,
pilot,P_10_19_23,Opisthokonta,2023_10_19,18s,3.28379003909383,Phylum,
