section,sample_id,taxon,date,label,rel_abund,level,temp[C]
control,C1_18S,Alveolata,,Control_1,0.110785822974043,Phylum,
control,C1_18S,Unclassified Archaeplastida,,Control_1,0.0013347689514945,Phylum,
control,C1_18S,Chlorophyta,,Control_1,98.5517756876285,Phylum,
control,C1_18S,Discosea,,Control_1,0.0035593838706519,Phylum,
control,C1_18S,Unclassified Eukaryota,,Control_1,1.02243301684478,Phylum,
control,C1_18S,Opisthokonta,,Control_1,0.295428861264115,Phylum,
control,C1_18S,Rhizaria,,Control_1,0.0048941528221464,Phylum,
control,C1_18S,Stramenopiles,,Control_1,0.0075636907251354,Phylum,
control,C1_18S,Streptophyta,,Control_1,0.0017796919353259,Phylum,
control,C1_18S,Unclassified unknown,,Control_1,0.0004449229838314,Phylum,
control,C2_18S,Alveolata,,Control_2,0.0745963156697749,Phylum,
control,C2_18S,Chlorophyta,,Control_2,98.8528542187855,Phylum,
control,C2_18S,Unclassified Eukaryota,,Control_2,0.895155788037298,Phylum,
control,C2_18S,Opisthokonta,,Control_2,0.158289743006595,Phylum,
control,C2_18S,Rhizaria,,Control_2,0.0009097111667045,Phylum,
control,C2_18S,Stramenopiles,,Control_2,0.0040937002501705,Phylum,
control,C2_18S,Unclassified unknown,,Control_2,0.0141005230839209,Phylum,
